source,member_name,member_kind,edge_type,target,source_url,edge_discriminator,target_resolution,source_in_core_projection,target_in_core_projection,signature_verification_state,semantic_validation_state,fingerprint_relevance_state,classification,rationale,candidate_domain,candidate_relationship,recommended_follow_up,community_used_as_archetype
Autodesk.Revit.DB.Document,GetAllUnusedElements,method,RETURNS_ELEMENT_IDS,,https://www.revitapidocs.com/2025/fc50a373-b2a9-8839-14c1-e64b693e445c.htm,https://www.revitapidocs.com/2025/fc50a373-b2a9-8839-14c1-e64b693e445c.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Element,AssemblyInstanceId,property,MEMBER_OF_ASSEMBLY,,https://www.revitapidocs.com/2025/83989f69-1aca-1a49-9647-e57bc2d58b21.htm,https://www.revitapidocs.com/2025/83989f69-1aca-1a49-9647-e57bc2d58b21.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Element,GetDependentElements,method,DEPENDS_ON,,https://www.revitapidocs.com/2025/56e875d3-014b-a996-69c3-e6ed9b885f5c.htm,https://www.revitapidocs.com/2025/56e875d3-014b-a996-69c3-e6ed9b885f5c.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Element,GetExternalResourceReference,method,REFERENCES,Autodesk.Revit.DB.ExternalResourceReference,https://www.revitapidocs.com/2025/fb4b9493-1d7b-5387-c171-2078225183ca.htm,https://www.revitapidocs.com/2025/fb4b9493-1d7b-5387-c171-2078225183ca.htm,exact,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Element,GetGeneratingElementIds,method,DEPENDS_ON,,https://www.revitapidocs.com/2025/112590d2-de20-dd1f-ae05-df7dfb3b410f.htm,https://www.revitapidocs.com/2025/112590d2-de20-dd1f-ae05-df7dfb3b410f.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Element,GetTypeId,method,TYPE_OF,,https://www.revitapidocs.com/2025/cc66ca8e-302e-f072-edca-d847bcf14c86.htm,https://www.revitapidocs.com/2025/cc66ca8e-302e-f072-edca-d847bcf14c86.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Element,GroupId,property,MEMBER_OF_GROUP,,https://www.revitapidocs.com/2025/9508a6c5-9681-bbef-07c5-1351583b0e1e.htm,https://www.revitapidocs.com/2025/9508a6c5-9681-bbef-07c5-1351583b0e1e.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ElementCategoryFilter,CategoryId,property,HAS_CATEGORY,Autodesk.Revit.DB.Category,https://www.revitapidocs.com/2025/d68724ed-ae1e-3c6e-89d0-3e4280f745e5.htm,https://www.revitapidocs.com/2025/d68724ed-ae1e-3c6e-89d0-3e4280f745e5.htm,exact,no,yes,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ElementDesignOptionFilter,DesignOptionId,property,ASSIGNED_TO_DESIGN_OPTION,Autodesk.Revit.DB.DesignOption,https://www.revitapidocs.com/2025/9730dc27-f547-6a93-a5d6-7c5d65e9b8c9.htm,https://www.revitapidocs.com/2025/9730dc27-f547-6a93-a5d6-7c5d65e9b8c9.htm,exact,no,yes,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ElementLevelFilter,LevelId,property,ASSIGNED_TO_LEVEL,Autodesk.Revit.DB.Level,https://www.revitapidocs.com/2025/edaa0ec7-c6fd-037a-3ee5-624953e4648c.htm,https://www.revitapidocs.com/2025/edaa0ec7-c6fd-037a-3ee5-624953e4648c.htm,exact,no,yes,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ElementMulticategoryFilter,GetCategoryIds,method,HAS_CATEGORY,Autodesk.Revit.DB.Category,https://www.revitapidocs.com/2025/9cac5860-9125-cad2-4390-7599dfd4581a.htm,https://www.revitapidocs.com/2025/9cac5860-9125-cad2-4390-7599dfd4581a.htm,exact,no,yes,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ElementOwnerViewFilter,ViewId,property,REFERENCES,Autodesk.Revit.DB.View,https://www.revitapidocs.com/2025/38f07408-d634-20bd-a7bf-7a3a266277e5.htm,https://www.revitapidocs.com/2025/38f07408-d634-20bd-a7bf-7a3a266277e5.htm,exact,no,yes,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ElementPhaseStatusFilter,PhaseId,property,ASSIGNED_TO_PHASE,Autodesk.Revit.DB.Phase,https://www.revitapidocs.com/2025/d85cff23-7fd8-b5ec-343c-b6cc069e430a.htm,https://www.revitapidocs.com/2025/d85cff23-7fd8-b5ec-343c-b6cc069e430a.htm,exact,no,yes,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ElementWorksetFilter,WorksetId,property,OWNED_BY_WORKSET,Autodesk.Revit.DB.Workset,https://www.revitapidocs.com/2025/d22c7537-8460-27e2-46b5-f6a115fe319f.htm,https://www.revitapidocs.com/2025/d22c7537-8460-27e2-46b5-f6a115fe319f.htm,exact,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ExternalFileUtils,GetAllExternalFileReferences,method,RETURNS_ELEMENT_IDS,,https://www.revitapidocs.com/2025/be61b425-020c-61c6-9199-05feb39a0ebf.htm,https://www.revitapidocs.com/2025/be61b425-020c-61c6-9199-05feb39a0ebf.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ExternalResourceLoadData,GetExternalResourceReference,method,REFERENCES,Autodesk.Revit.DB.ExternalResourceReference,https://www.revitapidocs.com/2025/9d7e42c8-561c-374b-e8d9-d16c1f46dfa9.htm,https://www.revitapidocs.com/2025/9d7e42c8-561c-374b-e8d9-d16c1f46dfa9.htm,exact,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ExternalResourceUtils,GetAllExternalResourceReferences,method,RETURNS_ELEMENT_IDS,,https://www.revitapidocs.com/2025/0bfac259-4cc2-6a40-1a5f-7dd26f6ec3a5.htm,https://www.revitapidocs.com/2025/0bfac259-4cc2-6a40-1a5f-7dd26f6ec3a5.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.ExternalResourceUtils,GetAllExternalResourceReferences,method,RETURNS_ELEMENT_IDS,,https://www.revitapidocs.com/2025/fe34e7b3-4147-6dc2-8d4f-c2368f42f210.htm,https://www.revitapidocs.com/2025/fe34e7b3-4147-6dc2-8d4f-c2368f42f210.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.FabricationHostedInfo,HostId,property,HOSTED_BY,,https://www.revitapidocs.com/2025/d48cf763-b47f-1aea-2999-b86e03ff1caf.htm,https://www.revitapidocs.com/2025/d48cf763-b47f-1aea-2999-b86e03ff1caf.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.FabricationRodInfo,CanRodsBeHosted,property,HOSTED_BY,,https://www.revitapidocs.com/2025/4ee179bc-4345-82e0-258b-5f40a15e5948.htm,https://www.revitapidocs.com/2025/4ee179bc-4345-82e0-258b-5f40a15e5948.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Family,GetFamilyTypeParameterValues,method,HAS_PARAMETER,,https://www.revitapidocs.com/2025/a9c8ff23-17ec-1b87-e58a-4be589217766.htm,https://www.revitapidocs.com/2025/a9c8ff23-17ec-1b87-e58a-4be589217766.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.FamilyInstance,HostParameter,property,HOSTED_BY,,https://www.revitapidocs.com/2025/bcf1a885-5015-0b87-dfe8-9109d499f4e7.htm,https://www.revitapidocs.com/2025/bcf1a885-5015-0b87-dfe8-9109d499f4e7.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.FilterRule,GetRuleParameter,method,HAS_PARAMETER,,https://www.revitapidocs.com/2025/f30e47b9-df2f-8baa-ffeb-b957c8810156.htm,https://www.revitapidocs.com/2025/f30e47b9-df2f-8baa-ffeb-b957c8810156.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.FilterableValueProvider,GetAssociatedGlobalParameterValue,method,HAS_PARAMETER,,https://www.revitapidocs.com/2025/f66d222e-0b19-86fe-2c55-81745329bfcb.htm,https://www.revitapidocs.com/2025/f66d222e-0b19-86fe-2c55-81745329bfcb.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.GlobalParameter,GetAffectedGlobalParameters,method,HAS_PARAMETER,,https://www.revitapidocs.com/2025/2028f8a1-2691-e921-8a56-882b1e4080f3.htm,https://www.revitapidocs.com/2025/2028f8a1-2691-e921-8a56-882b1e4080f3.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.GlobalParametersManager,GetAllGlobalParameters,method,HAS_PARAMETER,,https://www.revitapidocs.com/2025/62b46073-1a11-0cc8-1798-8d6d87719888.htm,https://www.revitapidocs.com/2025/62b46073-1a11-0cc8-1798-8d6d87719888.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.GlobalParametersManager,GetGlobalParametersOrdered,method,HAS_PARAMETER,,https://www.revitapidocs.com/2025/e899f971-6c97-45e7-ac6d-cdac810e08e8.htm,https://www.revitapidocs.com/2025/e899f971-6c97-45e7-ac6d-cdac810e08e8.htm,none,no,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Group,GetAvailableAttachedDetailGroupTypeIds,method,MEMBER_OF_GROUP,,https://www.revitapidocs.com/2025/dd127374-e2c5-9c5e-3edd-c1b0ec60e30d.htm,https://www.revitapidocs.com/2025/dd127374-e2c5-9c5e-3edd-c1b0ec60e30d.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Group,GetMemberIds,method,MEMBER_OF_GROUP,,https://www.revitapidocs.com/2025/42a745b8-dc2e-ef06-0ad3-7e4c775eea9d.htm,https://www.revitapidocs.com/2025/42a745b8-dc2e-ef06-0ad3-7e4c775eea9d.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Group,GetShownAttachedDetailGroupTypeIds,method,MEMBER_OF_GROUP,,https://www.revitapidocs.com/2025/39290399-a9b1-52ed-cfcf-33c24b9b675c.htm,https://www.revitapidocs.com/2025/39290399-a9b1-52ed-cfcf-33c24b9b675c.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.Group,UngroupMembers,method,MEMBER_OF_GROUP,,https://www.revitapidocs.com/2025/086b03c7-6a46-a825-1cae-9739a7819d4f.htm,https://www.revitapidocs.com/2025/086b03c7-6a46-a825-1cae-9739a7819d4f.htm,none,yes,no,signature_verified_declared,not_validated,not_relevant,intentionally_irrelevant_to_persistent_file_analysis,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,,not_applicable,No action unless future evidence ties it to persisted configuration.,no
Autodesk.Revit.DB.AssemblyInstance,CompareAssemblyInstances,method,MEMBER_OF_ASSEMBLY,Autodesk.Revit.DB.AssemblyDifference,https://www.revitapidocs.com/2025/d7253e56-f112-45d0-8b59-f6cb86b42159.htm,https://www.revitapidocs.com/2025/d7253e56-f112-45d0-8b59-f6cb86b42159.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.AssemblyInstance,Location,property,REFERENCES,Autodesk.Revit.DB.Location,https://www.revitapidocs.com/2025/f1ffc6ac-24ce-4d10-9c9a-24a99ffaf94d.htm,https://www.revitapidocs.com/2025/f1ffc6ac-24ce-4d10-9c9a-24a99ffaf94d.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Connector,ConnectorManager,property,REFERENCES,Autodesk.Revit.DB.ConnectorManager,https://www.revitapidocs.com/2025/61339b71-5d90-c53d-bec4-2209bab97787.htm,https://www.revitapidocs.com/2025/61339b71-5d90-c53d-bec4-2209bab97787.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.DefinitionFile,Groups,property,MEMBER_OF_GROUP,Autodesk.Revit.DB.DefinitionGroups,https://www.revitapidocs.com/2025/fa89c916-101a-cf53-0920-5bfde4c17b5f.htm,https://www.revitapidocs.com/2025/fa89c916-101a-cf53-0920-5bfde4c17b5f.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.DeleteWorksetSettings,WorksetId,property,OWNED_BY_WORKSET,Autodesk.Revit.DB.Workset,https://www.revitapidocs.com/2025/93d2f9b1-d9b0-0ce1-66e0-b9d464be9074.htm,https://www.revitapidocs.com/2025/93d2f9b1-d9b0-0ce1-66e0-b9d464be9074.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.DirectShape,GetExternallyTaggedGeometry,method,TAGS_ELEMENT,Autodesk.Revit.DB.ExternallyTaggedGeometryObject,https://www.revitapidocs.com/2025/a32792d0-1633-37c5-6ed0-02bdb9b6c4b5.htm,https://www.revitapidocs.com/2025/a32792d0-1633-37c5-6ed0-02bdb9b6c4b5.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.DirectShape,GetExternallyTaggedReference,method,TAGS_ELEMENT,Autodesk.Revit.DB.Reference,https://www.revitapidocs.com/2025/22cf5a24-787e-ced2-daa4-8f23d1f2b96b.htm,https://www.revitapidocs.com/2025/22cf5a24-787e-ced2-daa4-8f23d1f2b96b.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.DividedSurface,HostReference,property,HOSTED_BY,Autodesk.Revit.DB.Reference,https://www.revitapidocs.com/2025/c90a0505-ae70-eac4-94a4-d72289a90e62.htm,https://www.revitapidocs.com/2025/c90a0505-ae70-eac4-94a4-d72289a90e62.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Document,GetRoomAtPoint,method,REFERENCES,Autodesk.Revit.DB.Architecture.Room,https://www.revitapidocs.com/2025/656d34c2-1e53-7278-ab83-fefaff7f40a4.htm,https://www.revitapidocs.com/2025/656d34c2-1e53-7278-ab83-fefaff7f40a4.htm,exact,no,yes,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Document,GetRoomAtPoint,method,REFERENCES,Autodesk.Revit.DB.Architecture.Room,https://www.revitapidocs.com/2025/7dbcac93-ec82-5f60-4a54-a427f3e1cc1e.htm,https://www.revitapidocs.com/2025/7dbcac93-ec82-5f60-4a54-a427f3e1cc1e.htm,exact,no,yes,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Document,GetWorksetId,method,OWNED_BY_WORKSET,Autodesk.Revit.DB.Workset,https://www.revitapidocs.com/2025/a8a13d95-549e-dffd-5ffe-8cef809c703b.htm,https://www.revitapidocs.com/2025/a8a13d95-549e-dffd-5ffe-8cef809c703b.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Document,ParameterBindings,property,HAS_PARAMETER,Autodesk.Revit.DB.BindingMap,https://www.revitapidocs.com/2025/ce28ad7d-30b7-29d9-8f81-c75aebc03581.htm,https://www.revitapidocs.com/2025/ce28ad7d-30b7-29d9-8f81-c75aebc03581.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Element,Document,property,REFERENCES,Autodesk.Revit.DB.Document,https://www.revitapidocs.com/2025/9e530d25-61ca-3899-a531-cbcfd994358d.htm,https://www.revitapidocs.com/2025/9e530d25-61ca-3899-a531-cbcfd994358d.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Element,GetParameter,method,HAS_PARAMETER,Autodesk.Revit.DB.Parameter,https://www.revitapidocs.com/2025/fc4e5245-d2e5-e31d-a6e3-177106e75e10.htm,https://www.revitapidocs.com/2025/fc4e5245-d2e5-e31d-a6e3-177106e75e10.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Element,Location,property,REFERENCES,Autodesk.Revit.DB.Location,https://www.revitapidocs.com/2025/89438f4f-7e15-835a-0c66-d6adbc8dd00c.htm,https://www.revitapidocs.com/2025/89438f4f-7e15-835a-0c66-d6adbc8dd00c.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Element,LookupParameter,method,HAS_PARAMETER,Autodesk.Revit.DB.Parameter,https://www.revitapidocs.com/2025/4400b9f8-3787-0947-5113-2522ff5e5de2.htm,https://www.revitapidocs.com/2025/4400b9f8-3787-0947-5113-2522ff5e5de2.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Element,Parameters,property,HAS_PARAMETER,Autodesk.Revit.DB.ParameterSet,https://www.revitapidocs.com/2025/7af5d66f-4533-33d2-dd82-d9573eaabf15.htm,https://www.revitapidocs.com/2025/7af5d66f-4533-33d2-dd82-d9573eaabf15.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
